rider_uid,display_name,phone,motorcycle,zone_familiarity,van3_registered,approved,online_ready_tested,peak_availability,partner_notes,onboard_date
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
